long,lat,name,opening_hours,phone,website,postcode,county,state,country
10.529551,52.27639783,Ausstellungshalle Staatliches Naturhistorisches Museum,NA,NA,NA,38106,NA,Niedersachsen,Germany
6.627117,50.49027413,"Haus der Fossilien -""Alte Schmiede""",NA,NA,https://www.naturzentrum-eifel.de/aktiv-drinnen/haus-der-fossilien.html,53947,Kreis Euskirchen,Nordrhein-Westfalen,Germany
-101.8479479,35.18898643,AC Museum of natural history,NA,NA,https://www.actx.edu/nhm/,79109,Potter County,Texas,United States
15.5585749,41.45648163,Museo Provinciale di Storia Naturale,NA,+39 0881 706460,NA,71100,Foggia,Puglia,Italy
9.1479082,49.97400943,Naturwissenschaftliches Museum,Th-Tu,13:00-16:00; Dec 24,NA,63739,NA,Bayern,Germany
2.7093066,39.76417423,Museu Balear de Ciències Naturals,Tu-Sa 10:00-18:00; Su 10:00-14:00,NA,https://www.museucienciesnaturals.org/,07100,Serra de Tramuntana,Illes Balears,Spain
25.5310807,46.74881353,Muzeu de naturalistica,NA,NA,NA,537135,Harghita,NA,Romania
-80.8780354,-2.232192674,Museo Paleontológico Megaterio,NA,(593 4) 2 780018,https://www.upse.edu.ec/megaterio/,240202,Santa Elena,Santa Elena,Ecuador
7.821063,47.58969473,Ausstellung zur Geologie des Dinkelbergs,NA,NA,NA,79618,Landkreis LÃ¶rrach,Baden-WÃ¼rttemberg,Germany
7.2269227,45.71024523,Museo Regionale di Scienze Naturali,2022 Dec 03-31: Mo-Su,NA,NA,11018,NA,Valle d'Aosta / VallÃ©e d'Aoste,Italy
12.1295619,47.05101233,Naturparkhaus Rieserferner-Ahrn,NA,NA,NA,39030,Bolzano - Bozen,Trentino-Alto Adige/SÃ¼dtirol,Italy
12.2861538,50.58039993,Vogtländisches Goldmuseum und Naturalienkabinett,NA,NA,NA,08491,Vogtlandkreis,Sachsen,Germany
-17.7622319,28.68725983,"Museo Insular de Bellas Artes, Ciencias Naturales y Etnografía",Mo-Fr 10:00-20:00; Sa 10:00-14:00,NA,NA,38700,NA,NA,Spain
-16.8945974,32.66221723,Museum of Natural History,NA,NA,https://ifcn.madeira.gov.pt,9050-251,NA,NA,Portugal
-65.2220697,-26.83158177,Museo Miguel Lillo de Ciencias Naturales,NA,NA,https://museo.lillo.org.ar/,T4000JFE,NA,TucumÃ¡n,Argentina
-65.4031619,-24.79574647,Museo de Ciencias Naturales-UNSa,Tu-Su 15:30-19:30,NA,NA,A4400ANC,NA,Salta,Argentina
11.6224995,44.83805933,Museo Civico di Storia Naturale,Tu-Su 09:00-18:00; Mo off,NA,NA,44121,Ferrara,Emilia-Romagna,Italy
9.2079026,46.03088433,Museo Etnografico e Naturalistico Val Sanagra,Jan-Dec Su[-1] 10:00-12:30,14:30-17:30,museum,22010,Como,Lombardia,Italy
7.6886914,45.06462873,Museo Regionale di Scienze Naturali,NA,+39 800 329329,https://mrsntorino.it/,10123,Torino,Piemonte,Italy
-51.1208412,-30.07352737,Museu de Paleontologia Irajá Damiani Pinto,Mo-Fr 08:00-12:00,NA,NA,91509-900,RegiÃ£o Metropolitana de Porto Alegre,Rio Grande do Sul,Brazil
7.2797089,43.70194753,Museum d'Histoire Naturelle,Tu-Su 10:00-18:00,+33 4 97 13 46 80,http://www.mhnnice.org,06300,Alpes-Maritimes,Provence-Alpes-CÃ´te d'Azur,France
-99.1249933,23.72666283,Museo de Historia Natural de Tamaulipas,NA,NA,NA,87080,Victoria,Tamaulipas,Mexico
-78.6499693,-1.671594474,Museo Ciencias Naturales,NA,NA,NA,060103,Riobamba,Chimborazo,Ecuador
12.0574307,45.77857793,Museo di Storia Naturale e Archeologia,NA,NA,NA,31044,Treviso,Veneto,Italy
-58.7849018,-38.16763317,Museo de Ciencias Naturales Gesué P. Noseda,NA,+54 2261 442227,NA,7635,NA,Buenos Aires,Argentina
-59.1409221,-37.32505467,Museo de Ciencias Naturales,NA,NA,NA,B7000GKN,NA,Buenos Aires,Argentina
-9.3899737,38.79817103,Museu de História Natural,Tu-Su 10:00-18:00,+351 219 238 563,https://cm-sintra.pt/atualidade/cultura/museus-municipais-de-sintra/museu-de-historia-natural-de-sintra,2710-602,Lisboa,NA,Portugal
8.7414212,49.93931053,Fossilien- und Heimatmuseum Messel,Apr-Oct: Mo-Su 11:00-17:00; Nov-Mar: PH,Su 11:00-17:00,museum,64409,Landkreis Darmstadt-Dieburg,Hessen,Germany
120.159624,30.27893583,Zhejiang Nature Museum,NA,NA,NA,310014,NA,æµ™æ±Ÿçœ,China
12.2702529,43.81863653,Museo Naturalistico del Parco Sasso Simone e Simoncello,NA,NA,NA,47864,Rimini,Emilia-Romagna,Italy
10.3701322,46.47443643,Museo Mineralogico Naturalistico Valli di Bormio,NA,NA,NA,23032,Sondrio,Lombardia,Italy
9.13202,45.18895083,Museo de Historia Natural de Pavia,NA,NA,NA,27100,Pavia,Lombardia,Italy
-6.3786586,55.74115153,Islay Natural History Trust Port Charlotte,NA,NA,NA,PA48 7TU,Argyll and Bute,Alba / Scotland,United Kingdom
1.8941337,43.89955493,Musée d'Histoire Naturelle Philadelphe Thomas,NA,+33 5 63 57 36 31,https://www.ville-gaillac.fr/sous-sous-menu-principal/museum-dhistoire-naturelle-philadelphe-thomas,81600,Tarn,Occitanie,France
-0.8867122,41.64751193,Museo de Ciencias Naturales de la Universidad de Zaragoza,Mo-Sa 11:00-14:00,museonat@unizar.es,+34 976 762096,50006,Zaragoza,AragÃ³n,Spain
6.8912172,45.06973213,Ecomuseo e sede del Parco Naturale del Gran Bosco di Salbertrand,NA,NA,NA,NA,Torino,Piemonte,Italy
-120.4340504,34.94894793,Santa Maria Natural History Museum,NA,NA,https://www.naturalhistorysantamaria.com/,93548,Santa Barbara County,California,United States
8.5479602,47.37517663,Naturhistorisches Museum,Tu-Su 10:00-17:00; Th 10:00-17:00,UniversitÃ¤t ZÃ¼rich,NA,8006,Bezirk ZÃ¼rich,ZÃ¼rich,Switzerland
-4.2379758,43.29383143,Museo de la Naturaleza,NA,+34 942 701 808,http://museosdecantabria.com/,39592,NA,Cantabria,Spain
-77.0476903,-12.02015107,Museo Geológico y Paleontológico (UNI),Mo-Fr 09:00-16:30,+51 1 3822174;+51 1 4811070 Anexo 346,NA,15102,NA,Lima,Peru
-76.9808198,-12.13242637,Museo de Historia Natural Vera Alleman,Mo-Fr 09:00-16:00; Sa 09:00-13:00,+51 1 7080000 Anexo 2271,https://www.urp.edu.pe/museo/,15039,NA,Lima,Peru
14.086989,37.92970143,Museo Naturalistico Francesco Mino  Palumbo,NA,NA,NA,90013,Palermo,Sicilia,Italy
-65.328456,-24.17878727,Museo del Instituto de Geología y Minería,NA,NA,NA,Y4602FSB,NA,Jujuy,Argentina
9.297152,45.85335403,Centro visitatori Riserva Naturale Sasso Malascarpa,Mo-Su 09:00-19:00,NA,NA,22035,Como,Lombardia,Italy
-74.081759,4.642361226,Museum of natural history,Mo-Fr 08:00-12:00,NA,NA,111321,NA,NA,Colombia
16.3765602,48.52684593,Fossilienschauraum,NA,NA,NA,2115,Bezirk Korneuburg,NiederÃ¶sterreich,Austria
-61.2901137,-38.98679277,Museo de Ciencias Naturales Vicente Di Martino,NA,482601,NA,8153,Cuartel II,Buenos Aires,Argentina
-157.926107,21.64097883,Museum of Natural History at BYUH,NA,NA,https://sciences.byuh.edu/museum-natural-history,96762,Honolulu County,Hawaii,United States
-117.5020206,33.91302733,World Museum of Natural History,NA,NA,https://lasierra.edu/world-museum-of-natural-history/,92515,Riverside County,California,United States
-59.6616822,-33.67500117,Museo Paleontológico,NA,NA,NA,B2930,NA,Buenos Aires,Argentina
-73.588969,41.25741003,Trailside nature museum,NA,NA,https://www.friendsoftrailside.org/,10518,Westchester County,New York,United States
-64.3605852,-30.42064537,Museo Arqueológico Paleontológico e Histórico,NA,NA,NA,5200,PedanÃ­a Toyos,CÃ³rdoba,Argentina
113.5567544,22.12575753,Natural and Agrarian Museum,Mo-Fr 10:00-17:00,NA,https://nature.iacm.gov.mo,999078,NA,æ¾³é–€ Macau,China
108.9419991,34.19915043,Shaanxi Museum of Natural History,NA,NA,NA,710061,NA,é™•è¥¿çœ,China
-51.2278539,-30.07219227,Museu de Geologia,Mo-Fr 09:00-12:00,NA,NA,90840-030,RegiÃ£o Metropolitana de Porto Alegre,Rio Grande do Sul,Brazil
12.8621624,46.49261213,Museo Naturalistico ed Esposizione Faunistica,NA,NA,NA,33025,Udine,Friuli-Venezia Giulia,Italy
10.4911548,48.57772253,Naturhistorisches Museum,NA,NA,NA,89407,Landkreis Dillingen an der Donau,Bayern,Germany
-59.2744119,-35.00381337,Museo Municipal de Paleontología y Ciencias Naturales,NA,NA,NA,6605,NA,Buenos Aires,Argentina
16.5416235,40.60091793,Visit center - naturalistic museum,10:00-19:00,+39 324 9517937,https://www.facebook.com/oasisangiuliano?ref=hl,75010,Matera,Basilicata,Italy
9.507657,45.31514213,Museo di scienze naturali,NA,NA,NA,26900,Lodi,Lombardia,Italy
9.0050312,44.99075373,"Civico Museo di scienze naturali ""Giuseppe Orlandi""",Mo-We 09:00-12:30,NA,NA,27058,Pavia,Lombardia,Italy
4.301693,46.94802933,Muséum d'Histoire Naturelle,Tu-Su 10:00-13:00,NA,NA,71400,SaÃ´ne-et-Loire,Bourgogne-Franche-ComtÃ©,France
21.938449,46.77284503,Natural Sciences Museum,Tu 10:00-12:00,NA,NA,417595,Bihor,NA,Romania
26.925767,46.93383303,Natural Sciences Museum,9:00-17:00; Mo closed,0233/742.528,http://www.muzeu-neamt.ro/,611040,NeamÈ›,NA,Romania
26.3738282,46.93456163,Natural Sciences Museum,9:00-17:00 Apr-Sep; 10:00-16:00 Oct-Mar; Mo closed,0233/224.211; 0733.981.796,http://www.muzeu-neamt.ro/,610119,NeamÈ›,NA,Romania
11.5474593,45.54985583,Museo Naturalistico Archeologico,NA,NA,NA,36100,Vicenza,Veneto,Italy
9.1374362,50.20994353,Mineralien & Fossilien Museum,"Jan-Dec Su[2] 14:00-17:00 || sowie nach Vereinbarung""",+49 6051 7897172,http://www.kinzigtaler-mineralienclub.de/,63584,Main-Kinzig-Kreis,Hessen,Germany
-87.5439801,33.21188553,Alabama Museum of Natural History,Mo-Sa 10:00-16:30,NA,https://almnh.museums.ua.edu/,35487,Tuscaloosa County,Alabama,United States
30.0535269,-1.946679974,Kandt House Museum of Natural History,NA,NA,NA,NA,Akarere ka Nyarugenge,Umujyi wa Kigali,Rwanda
-8.6158404,41.14616693,Museu de História Natural e da Ciência da Universidade do Porto - Polo Central,Tu-Su 10:00-13:00,NA,NA,4050-368,Porto,NA,Portugal
14.2059767,42.09032983,Centro visitatori Museo Naturalistico Parco Nazionale Majella,NA,NA,https://www.parcomajella.it/,66015,Chieti,Abruzzo,Italy
8.1140821,45.54605773,Museo del Paesaggio Storico e Naturale del Territorio della CiviltÀ  della Vitivinicoltura,NA,+39 015 2534118,https://www.comune.candelo.bi.it/c096012/zf/index.php/servizi-aggiuntivi/index/index/idtesto/33,13878,Biella,Piemonte,Italy
-103.2062003,44.07371483,Museum of Geology,NA,NA,https://www.sdsmt.edu/student-life/campus-points-of-interest/museum-of-geology/index.html,57701,Pennington County,South Dakota,United States
122.2289109,10.64048753,UPV Museum of Natural Sciences,NA,NA,NA,5023,NA,Iloilo,Philippines
11.4099329,45.50512893,Museo Archeologico Naturalistico G. Zannato,NA,NA,NA,36075,Vicenza,Veneto,Italy
-79.4433681,21.92688903,Museo de Ciencias Naturales,NA,NA,NA,61100,NA,NA,Cuba
9.150519,45.18863193,Museo di Storia Naturale,NA,NA,https://museokosmos.eu,27100,Pavia,Lombardia,Italy
12.3285362,45.44166533,Natural History Museum,Tu-Fr 09:00-17:00; Sa-Su 10:00-18:00,NA,NA,30135,Venezia,Veneto,Italy
12.6612207,45.95535603,"Museo Civico di Storia Naturale ""Silvia Zenari""",NA,NA,NA,33170,Pordenone,Friuli-Venezia Giulia,Italy
12.24147,44.13715013,Museo di scienze naturali,NA,NA,NA,47023,NA,Emilia-Romagna,Italy
-43.9145393,-19.89515647,Museu de História Natural da UFMG,NA,NA,NA,31080-057,RegiÃ£o Metropolitana de Belo Horizonte,Minas Gerais,Brazil
-4.9453839,37.75851573,Museo de Ciencias Naturales,NA,NA,NA,NA,NA,AndalucÃ­a,Spain
85.8319312,20.29953243,Natural History Museum,NA,NA,NA,751005,Bhubaneswar (M.Corp.),Odisha,India
-6.029449,39.84700173,Exposicion Animales Naturalizados,NA,NA,NA,NA,NA,Extremadura,Spain
-3.741293,40.39281353,Yacimiento Paleontológico de la Carpetana. Estación de Carpetana Metro Madrid,6:00-01:30,+34 902444403,NA,28047,NA,Comunidad de Madrid,Spain
103.773624,1.301429626,Lee Kong Chian Natural History Museum,NA,+65 6601 3333,https://lkcnhm.nus.edu.sg/nus/,117377,NA,NA,Singapore
-82.381633,23.13598023,Museo de Historia Natural Felipe Poey,NA,NA,NA,10308,Plaza de la RevoluciÃ³n,La Habana,Cuba
39.1914756,-6.167458674,Natural History Museum,NA,NA,NA,71102,NA,Unguja Mjini Magharibi,Tanzania
11.0022538,45.43837693,Natural History Museum Verona,Tu-Su 10:00-18:00; Dec 25 off; Dec 26 off; Jan 1 off; Jan 2 off,+39 045 8079400,http://www.museostorianaturaleverona.it,37129,Verona,Veneto,Italy
-55.8851154,-27.36930527,Museo de Ciencias Naturales e Historia Antonio Ruiz de Montoya,Tu-Fr 08:00-12:00,Instituto Montoya,+54 376 444 0055,3300,NA,Misiones,Argentina
-44.9935029,-21.23222497,Museu de Ciências Naturais,NA,NA,NA,37200-000,NA,Minas Gerais,Brazil
-57.9354567,-34.90899307,La Plata Museum,PH,Universidad Nacional de La Plata,NA,B1900FWA,NA,Buenos Aires,Argentina
11.2541931,46.58727173,Fossilienmuseum,NA,NA,NA,39010,Bolzano - Bozen,Trentino-Alto Adige/SÃ¼dtirol,Italy
12.0036807,42.95263223,Museo di Scienze Naturali,Sa,NA,NA,06062,Perugia,Umbria,Italy
4.3764944,50.83650933,Museum for Natural Sciences of Belgium,Mo-Su 10:00-18:00,NA,https://www.naturalsciences.be,1000,Brussel-Hoofdstad - Bruxelles-Capitale,NA,Belgium
-3.5991079,37.01790413,"Aula de la Naturaleza ""El Aguadero""",NA,+34 958 48 97 59,https://elaguadero.es/,18640,Comarca del Valle de LecrÃ­n,AndalucÃ­a,Spain
6.3706561,43.95111193,Exposition de Fossiles,NA,NA,NA,04330,Alpes-de-Haute-Provence,Provence-Alpes-CÃ´te d'Azur,France
7.7086725,44.84608203,Museo civico di storia naturale,Tu-We 09:00-12:30; Th 09:00-12:30,NA,NA,10022,Torino,Piemonte,Italy
8.2490643,45.70302593,Museo di Scienze Naturali,NA,NA,NA,13864,Vercelli,Piemonte,Italy
-63.1818843,-17.79271257,Museo de Historia Natural Noel Kempf Mercado,Mo-Fr 08:00-12:00,NA,NA,NA,Provincia AndrÃ©s IbÃ¡Ã±ez,Santa Cruz,Bolivia
8.035672,44.69861313,Museo Archeologico e Scienze Naturali Federico Eusebio,Tu-Fr 15:00-18:00; Sa,PH 10:00-13:00,NA,12051,Cuneo,Piemonte,Italy
-79.9396489,32.78483903,Mace Brown Museum of Natural History,Th-Tu 11:00-16:00,(843) 953-5589,https://geology.cofc.edu/natural-history-museum/,29401,Charleston County,South Carolina,United States
-94.7420745,31.26841893,Naranjo Museum of Natural History,NA,+1 936 639 3466,http://naranjomuseum.org/,75904,Angelina County,Texas,United States
-73.5612048,5.636668626,Museo Paleontológico,NA,NA,NA,154001,Villa de Leyva,BoyacÃ¡,Colombia
-78.4901559,-0.211490574,Museo Historia Natural,NA,+593 22976300,NA,170413,Quito,Pichincha,Ecuador
-57.5102539,-37.84027237,Natural Science Museum Pachamama,NA,+54 223 4693837,NA,7609,NA,Buenos Aires,Argentina
-60.5288502,-31.72711997,Museo de Ciencias Naturales,NA,NA,NA,E3100,Distrito Sauce,Entre RÃ­os,Argentina
-1.0890556,41.11453403,Museo de Paleontología,NA,NA,http://museosantacruzdenogueras.es/museo.htm,NA,Jiloca,AragÃ³n,Spain
10.9524276,44.39806733,Mostra Naturalistica Gli ambienti del Parco;gli ambienti del parco,Mo-Fr 08:30-20:00,NA,NA,41052,Modena,Emilia-Romagna,Italy
87.5851779,43.82556843,Xinjiang Geology and minerals museum,NA,NA,NA,830000,NA,æ–°ç–†ç»´å¾å°”è‡ªæ²»åŒº Ø´Ù‰Ù†Ø¬Ø§Ú­ Ø¦Û‡ÙŠØºÛ‡Ø± Ø¦Ø§Ù¾ØªÙˆÙ†ÙˆÙ… Ø±Ø§ÙŠÙˆÙ†ÛŒ,China
7.8721361,44.02029613,Museo del Territorio: Il Bosco Naturale,NA,NA,NA,NA,Provincia di Imperia,Liguria,Italy
-97.9014328,22.29564913,Casa de La Naturaleza,NA,NA,NA,89367,Tampico,Tamaulipas,Mexico
-5.8551831,43.35871843,Museo de Geología,24-jul,NA,NA,33071,NA,NA,Spain
9.7030099,45.04720223,Museo Storia Naturale,NA,NA,NA,29122,Piacenza,Emilia-Romagna,Italy
11.3570956,46.50111763,Naturmuseum SÀ¼dtirol,Tu-Su 10:00-18:00; Mo off,+39 0471 412964,https://www.natura.museum/,39100,Bolzano - Bozen,Trentino-Alto Adige/SÃ¼dtirol,Italy
-52.3411417,-31.77468827,Museu de História Natural da UCPel,NA,NA,NA,96010-000,AglomeraÃ§Ã£o Urbana do Sul,Rio Grande do Sul,Brazil
-119.8121809,39.53765683,Museum of Natural History,09:00-16:00,7757841302,https://www.unr.edu/natural-history,89557,Washoe County,Nevada,United States
13.6043284,54.40055023,Little private fossils museum,NA,NA,NA,18609,Vorpommern-RÃ¼gen,Mecklenburg-Vorpommern,Germany
-76.2590868,20.88585993,Museo de Ciencias Naturales,Mo-Sa 08:00-17:00,NA,NA,38100,NA,HolguÃ­n,Cuba
-68.5378559,-31.53064647,Dinosaur Museum,closed,5.42644E+11,NA,J5400ARL,NA,San Juan,Argentina
7.7983753,45.01055053,Museo di Storia Naturale di Chieri,NA,NA,NA,10023,Torino,Piemonte,Italy
7.9814055,45.55775993,Museo delle Scienze Naturali,NA,NA,NA,13895,Biella,Piemonte,Italy
-0.7667381,40.95563653,Museo de Paleontología,NA,NA,NA,NA,NA,AragÃ³n,Spain
-73.9140461,5.987542326,Museo de Historia Natural,NA,NA,NA,NA,Sucre,Santander,Colombia
-42.6985002,-21.88483277,Museu de História e Ciências Naturais,NA,NA,NA,NA,NA,Minas Gerais,Brazil
-105.4692843,28.19563683,Museo de paleontología,NA,NA,NA,33080,Delicias,Chihuahua,Mexico
-59.65057,-29.14463007,Museo de historia natural,NA,NA,NA,S3560,NA,Santa Fe,Argentina
-93.3286152,37.10630273,Missouri Institute of Natural Science,NA,417-883-0594,https://www.monatsci.org/,65810,Greene County,Missouri,United States
13.2265041,46.05467053,Museo Friulano di Storia Naturale,NA,3.90432E+12,NA,33100,Udine,Friuli-Venezia Giulia,Italy
10.7586032,50.90246703,Informationszentrum für Geologie,"""auf Anfrage""",NA,NA,99869,Landkreis Gotha,ThÃ¼ringen,Germany
-51.1817703,-29.91664527,Museu de Ciências Naturais,NA,NA,NA,92010-000,RegiÃ£o Metropolitana de Porto Alegre,Rio Grande do Sul,Brazil
-68.1306161,-16.50175717,Museo Mineralógico Petrográfico y Paleontológico Jorge Muñoz Reyes,Mo-Fr 14:30-18:30,NA,NA,NA,Pedro Domingo Murillo,La Paz,Bolivia
-71.5340939,-16.41421247,Museo de Historia Natural MUSA,NA,NA,NA,04002,NA,Arequipa,Peru
-60.9378569,-31.44623687,Museo de Ciencias Naturales del San José,NA,NA,NA,3080,NA,Santa Fe,Argentina
8.9080053,45.73494343,Museo di Storia Naturale Antonio Stoppani,NA,NA,https://www.seminario.milano.it/museo-di-scienze-naturali,21043,Varese,Lombardia,Italy
15.6168022,40.93484903,Museo di Storia Naturale del Vulture,"""Apertura su prenotazione""",+39 0972 731028,http://www.museodelvulture.it/MonticchioPortale/it/contattaci.page;jsessionid=6AEE2F01B5333E33A2BFE821DE427763,85028,Potenza,Basilicata,Italy
-123.9691146,49.15701253,Museum of Natural History,NA,NA,https://scitech.viu.ca/museum-natural-history,V9R 5S5,Regional District of Nanaimo,British Columbia,Canada
-75.8986873,-14.33689727,museo paleontológico cerro colorado.,NA,NA,NA,NA,NA,Ica,Peru
-116.677546,43.65280813,Orma J. Smith Museum of Natural History,Mo-Fr 10:00-15:00,-6173,https://www.collegeofidaho.edu/about/campus-facilities/natural-history-museum,83605,Canyon County,Idaho,United States
-16.2494781,28.46386543,Museo de la Naturaleza y el Hombre,Tu-Sa 09:00-20:00; Mo,NA,NA,38003,NA,NA,Spain
-70.823403,-27.06494947,Museo Paleontológico de Caldera,Tu-Fr 10:30-19:00,NA,NA,0000157,Provincia de CopiapÃ³,RegiÃ³n de Atacama,Chile
0.1609462,43.52445323,Muséum d'Histoire Naturelle,NA,NA,NA,32230,Gers,Occitanie,France
-59.1036125,-36.01848017,Museo de Ciencias Naturales,NA,NA,https://www.lasflores.gob.ar/?q=turismo,7200,NA,Buenos Aires,Argentina
-59.0901301,-35.17572087,Museo Histórico y de Ciencias Naturales Pago de los Lobos,Mo-Tu 09:00-11:00,+54 2227 430859,http://www.museopagodeloslobos.com.ar,7240,Empalme Lobos,Buenos Aires,Argentina
13.0160943,43.84408283,Museo di Scienze Naturali,NA,NA,NA,61032,Pesaro e Urbino,Marche,Italy
-117.2296458,45.35702203,Wallowology Natural History Discovery Center,"Tu-Su 10:00-15:00 Summer only""",541-432-0112,https://www.wallowology.org/,97846,Wallowa County,Oregon,United States
-59.4285883,-34.65073097,Museo Natural de Ciencias Naturales,NA,+54 2324 420511,http://culturamercedes.blogspot.com/p/museo-de-ciencias-naturales-carlos.html,6600,NA,Buenos Aires,Argentina
-56.179769,-34.89449257,Museo Nacional de Historia Natural,Th-Sa 10:00-19:00;Su 11:00-17:00,NA,https://www.mnhn.gub.uy/,11200,NA,Montevideo,Uruguay
8.9606307,46.00414063,Museo cantonale di storia naturale,NA,NA,NA,6900,Distretto di Lugano,Ticino,Switzerland
-58.3943907,-34.60150737,Museo del Colegio de La Salle de Ciencias Naturales y del Hombre,NA,NA,NA,C1025ABN,NA,Ciudad AutÃ³noma de Buenos Aires,Argentina
-58.4009224,-34.60800007,Museo de Ciencias Naturales del Colegio San José,NA,+54 11 4951-4303,NA,1029AAM,NA,Ciudad AutÃ³noma de Buenos Aires,Argentina
-72.5141535,42.37209603,Beneski Museum of Natural History,Tu-Fr 11:00-16:00; Sa-Su 10:00-17:00,+1 413 542 2165,https://www.amherst.edu/museums/naturalhistory,01002,Hampshire County,Massachusetts,United States
15.3784785,40.43823103,Museo Naturalistico,NA,NA,NA,NA,Salerno,Campania,Italy
-71.9782434,-13.51778397,Museo de Historia Natural,NA,NA,NA,08001,NA,Cusco,Peru
13.8600201,45.64140503,Centro Didattico Naturalistico di Basovizza,Mo,We-Fr 09:00-13:00; Jun 01-Sep 30: Tu 14:00-20:00; Jun 01-Sep 30: Su[1] 14:00-20:00,museum,34149,Trieste,Friuli-Venezia Giulia,Italy
-58.8488722,-27.46555867,"Museo de Ciencias Naturales ""Amado Bonpland""",Th-Fr 08:00-19:00; Sa-Su 09:00-12:00,NA,NA,3400,NA,Corrientes,Argentina
-96.923078,19.52885043,Museo Audiovisual de Historia Natural,NA,NA,NA,91000,Xalapa,Veracruz,Mexico
2.183445,41.38811903,Sede científica del Museo de Ciencias Naturales de Barcelona,NA,NA,NA,08001,BarcelonÃ¨s,Catalunya,Spain
-75.6518217,4.511905526,Museo de Geología y Suelos,NA,NA,NA,632001,NA,QuindÃ­o,Colombia
-79.4912508,43.68779323,The Prehistoria Natural History Centre and SkullStore Oddity Shop,NA,NA,https://www.skullstore.ca/,M6M 5C4,NA,Ontario,Canada
-3.5645491,38.52211923,Museo de ciencias naturales,NA,NA,NA,13770,NA,Castilla-La Mancha,Spain
-67.5026071,-45.73799767,Museo Paleontológico y Petrolero de Astra,NA,NA,NA,9003,NA,Chubut,Argentina
-0.4209134,39.50723293,Museo de la Universidad de Valencia de Historia Natural,Mo off; Tu-Fr 10:00-19:00; Sa,Universitat de ValÃ¨ncia,+34 963 983 999,46100,NA,Comunitat Valenciana,Spain
8.6204842,45.44897563,Museo Storia Naturale Ferrandi Faraggiana,Tu-Sa 14:00-19:00; Su 09:00-19:00,+39 0321 3702755,NA,28100,Novara,Piemonte,Italy
-58.390107,-34.64131457,Museo de Ciencias Naturales de Especialidad Zoológica Médica,NA,+54 11 4301-2888,NA,C1282AFF,NA,Ciudad AutÃ³noma de Buenos Aires,Argentina
7.702045,45.05417183,Museo di Storia Naturale di Valsalice,NA,+39 011 6300611,www.liceovalsalice.it,10131,Torino,Piemonte,Italy
10.0208578,45.13792093,Museo Civico di Storia Naturale,Tu,Sa,NA,26100,Cremona,Lombardia,Italy
-58.4010512,-34.63491657,Museo Geográfico 'Dr. Juan B. Terán' y Museo de Ciencias Naturales 'Àngel Gallardo',NA,+54 11 4941-3777,NA,C1246AAQ,NA,Ciudad AutÃ³noma de Buenos Aires,Argentina
9.3976931,45.85958093,Museo Archeologico Storico Storia Naturale,Tu 10:00-14:00; We-Su 10:00-18:00; Jan 01,may-01,NA,23900,Lecco,Lombardia,Italy
7.3881927,44.65457423,Museo Naturalistico del Fiume Po,PH off; Su 14:30-18:30; easter +1 day,may-01,NA,12036,Cuneo,Piemonte,Italy
10.3181885,42.81685083,NatLab - Museo Naturalistico Arcipelago Toscano,NA,NA,NA,57037,Livorno,Toscana,Italy
15.9304402,37.99462483,Museo Civico di Paleontologia e Scienze Naturali dell’Aspromonte,Mo-Fr 08:00-14:00; Mo off,+39 0965 762013,https://www.beniculturali.it/mibac/opencms/MiBAC/sito-MiBAC/Luogo/MibacUnif/Luoghi-della-Cultura/visualizza_asset.html?id=150841&pagename=57,89033,Reggio Calabria,NA,Italy
15.635629,38.21787323,Museo di Storia Naturale dello Stretto di Messina,NA,+39 328 6869933,http://www.iresudcalabria.it/museo.asp?id=41,89018,Reggio Calabria,NA,Italy
13.2373657,-8.808966274,Facuan Geology Museum,NA,NA,NA,NA,MunicÃ­pio de Luanda,Luanda,Angola
1.3518276,44.01735073,Muséum d'Histoire Naturelle Victor Brun,NA,NA,NA,82000,Tarn-et-Garonne,Occitanie,France
-77.7930898,17.90046633,Natural History Museum,Tu-Sa 09:00-18:00,NA,NA,NA,Saint Elizabeth,NA,Jamaica
126.1413744,6.734955626,Mount Hamiguitan Natural Science Museum,NA,NA,NA,8209,NA,Davao Oriental,Philippines
110.4270435,25.14935543,Guilin karst world natural heritage exhibition center,NA,NA,NA,541203,çµå·åŽ¿,å¹¿è¥¿å£®æ—è‡ªæ²»åŒº,China
170.5044517,-45.86561327,The Dunedin Museum of Natural Mystery,NA,NA,NA,9010,Dunedin City,Otago,New Zealand
-61.0188483,-34.66337457,Mumpa paleontológico,NA,NA,NA,NA,NA,Buenos Aires,Argentina
-83.7342551,42.27885673,University of Michigan Museum of NaturalÃ‚Â History,Th-Su 10:00-16:00,NA,https://lsa.umich.edu/ummnh,48109,Washtenaw County,Michigan,United States
10.6919978,44.12812133,Ecomuseo della Montagna Pistoiese - Polo Didattico Naturalistico di Fontana Vaccaia,NA,NA,NA,51024,Pistoia,Toscana,Italy
10.820945,44.05662613,Museo Naturalistico Archeologico dell'Appennino Pistoiese,NA,NA,NA,51028,Pistoia,Toscana,Italy
-4.7246726,41.64939873,Museo de Ciencias Naturales,Sa 11:00-13:00,+34 983204465,NA,47002,NA,Castilla y LeÃ³n,Spain
-99.6616476,19.28251503,Museo de Ciencias Naturales,NA,NA,NA,50120,Toluca,NA,Mexico
